storageDays,corrAggLoss
152,0.02683872327962794
153,0.027124475294111494
154,0.027412484616721453
155,0.027702775432160445
156,0.027995372219508166
157,0.028290299756060025
158,0.028587583121217675
159,0.02888724770043266
160,0.0291893191892037
161,0.029493823597128307
162,0.029800787252009645
163,0.030110236804019308
164,0.03042219922991682
165,0.030736701837326658
166,0.031053772269073632
167,0.03137343850757726
168,0.03169572887930626
169,0.032020672059293806
170,0.03234829707571438
171,0.03267863331452317
172,0.03301171052415883
173,0.033347558820310555
174,0.033686208690750355
175,0.034027691000231244
176,0.03437203699545266
177,0.03471927831009372
178,0.03506944696991535
179,0.03542257539793235
180,0.035778696419656295
181,0.036137843268410186
182,0.03650004959071604
183,0.0368653494517564
184,0.037233777340910504
185,0.03760536817736668
186,0.037980157315811586
187,0.03835818055219764
188,0.0387394741295896
189,0.03912407474409137
190,0.039512019550854496
191,0.0399033461701689
192,0.040298092693637544
193,0.04069629769043609
194,0.04109800021365838
195,0.04150323980674951
196,0.041912056510027274
197,0.04232449086729348
198,0.04274058393253624
199,0.04316037727672474
200,0.04358391299469737
201,0.04401123371214499
202,0.04444238259269058
203,0.04487740334506615
204,0.04531634023038904
205,0.0457592380695384
206,0.04620614225063349
207,0.04665709873661543
208,0.04711215407293337
209,0.04757135539533695
210,0.04803475043777655
211,0.0485023875404125
212,0.048974315657735176
213,0.04945058436679735
214,0.049931243875560374
215,0.05041634503135585
216,0.05090593932946444
217,0.05140007892181331
218,0.05189881662579422
219,0.05240220593320344
220,0.05291030101930576
221,0.05342315675202404
222,0.05394082870125601
223,0.05446337314832041
224,0.05499084709553394
225,0.05552330827592125
226,0.056060815163059385
227,0.05660342698105912
228,0.0571512037146847
229,0.057704206119613924
230,0.058262495732841105
231,0.058826134883224176
232,0.05939518670217851
233,0.05996971513451933
234,0.06054978494945476
235,0.06113546175173186
236,0.06172681199293746
237,0.06232390298295648
238,0.06292680290158936
239,0.0635355808103314
240,0.06415030666431594
241,0.06477105132442387
242,0.06539788656956178
243,0.06603088510911112
244,0.0666701205955508
245,0.06731566763725566
246,0.06796760181147343
247,0.06862599967748252
248,0.06929093878993324
249,0.0699624977123753
250,0.07064075603097378
251,0.07132579436841663
252,0.07201769439801631
253,0.07271653885800805
254,0.07342241156604806
255,0.07413539743391391
256,0.07485558248241059
257,0.0755830538564844
258,0.07631789984054838
259,0.07706020987402189
260,0.07781007456708723
261,0.07856758571666683
262,0.07933283632262365
263,0.08010592060418836
264,0.08088693401661645
265,0.08167597326807799
266,0.0824731363367843
267,0.0832785224883541
268,0.08409223229342291
269,0.08491436764549895
270,0.08574503177906928
271,0.08658432928795962
272,0.08743236614395122
273,0.0882892497156591
274,0.08915508878767425
275,0.09002999357997496
276,0.09091407576760974
277,0.09180744850065667
278,0.09271022642446275
279,0.09362252570016688
280,0.09454446402551134
281,0.09547616065594486
282,0.09641773642602258
283,0.09736931377110569
284,0.09833101674936667
285,0.09930297106410285
286,0.10028530408636394
287,0.1012781448778973
288,0.10228162421441592
289,0.10329587460919279
290,0.10432103033698786
291,0.10535722745831069
292,0.10640460384402489
293,0.10746329920029804
294,0.10853345509390308
295,0.10961521497787555
296,0.11070872421753167
297,0.11181413011685307
298,0.11293158194524258
299,0.11406123096465662
300,0.1152032304571203
